Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Nuh,2025-03-20 14:22:46,New Device Login,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2025-03-20 14:22:34,Generic Temp Code,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,https://www.netflix.com/account/travel/verify?nftoken=BgjolOvcAxKjAZwpsxzMksPNQi17SdJtZAZ6U0%2Fzt9k3tQunvg+RlzoPmNI0xYRM7Szmvey8CSVgH7Z2kuuOgJAxJ6nvopSe%2FbUZ2flTGaj7eyCMQNzJw3Fc8YjCTyZl7QzrndQtRfq83eUTx0lpUydnZk+Cll7Kl59IGPVJqZ5yxPPlGYYz5o3iQicGkmjOLbNaEn1Fgh10zr3dob7aRkHcFzJt+r7fSxahO0sYBiIOCgwZ57DbJUyHUcKYzJ8%3D&messageGuid=4dfc7b3f-9e03-4470-8a8c-e9d6ac974e10,2025-03-20 14:22:45,--,1
Nuh,2025-03-20 14:19:49,Generic Temp Code,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2025-03-19 23:16:30,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2025-03-20 14:19:46,APPLE_iPhone15-3,1
Nuh,2025-02-18 22:23:33,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-17 23:52:36,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-16 23:22:29,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-15 23:44:58,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-14 21:37:42,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-14 00:07:07,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-12 23:18:09,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-11 23:15:44,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-11 00:01:47,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-09 23:58:31,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-08 23:04:18,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-08 00:46:13,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-07 22:42:27,Launch Live Inapp,NOTIFICATIONS,TR,,,WWE SmackDown,HOTMAIL.COM,,,--,0
Nuh,2025-02-07 00:24:10,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-05 23:12:26,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-05 00:56:56,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-03 20:54:44,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-02 22:11:57,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-02-01 22:11:38,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-31 23:36:28,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-30 22:07:27,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-29 22:25:04,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-28 22:45:30,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-28 00:50:55,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-27 00:17:20,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-25 23:07:26,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-25 00:41:59,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-23 22:57:19,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-23 01:03:52,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-21 22:40:59,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-20 23:50:59,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-19 23:38:34,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-18 23:13:00,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-17 21:40:13,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-17 19:09:04,New Device Login,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2025-01-11 00:23:11,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-09 23:57:36,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-08 23:28:53,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-07 21:48:42,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-06 23:38:11,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-05 22:08:56,New Device Login,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2025-01-05 21:44:55,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-04 23:39:42,New Device Login,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2025-01-04 22:04:01,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-03 21:50:40,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-02 23:43:14,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2025-01-01 23:48:26,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-31 23:33:54,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-31 00:18:23,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-29 21:20:49,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-29 00:04:38,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-28 00:29:39,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-26 23:52:15,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-26 00:53:23,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-12-26 09:48:14,PS5™ Gemini,1
Nuh,2024-12-25 00:54:28,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-24 18:08:07,New Device Login,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-12-23 23:55:38,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-23 00:15:21,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-22 00:16:47,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-20 21:26:23,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-19 22:46:24,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-18 23:30:49,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-17 23:29:05,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-17 00:35:52,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-15 22:29:39,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-14 23:29:16,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-13 22:11:09,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-12 22:56:35,New Device Login,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-12-12 22:55:26,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-12 22:55:14,Generic Temp Code,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,https://www.netflix.com/account/travel/verify?nftoken=BQAbAAEBEGYu3V%2F1utq2t6nwu2e5GN+AoB92iKLvYQDN93eO6rbhmpV7%2Fxe8o2qNaBr8Q2hDZ+BE%2FZ2G8cwaKoX4EnS382tAltVPVlYWPFuxm74QwLFavbCuEqYex+YyrOkoiNeB1cDZJksGdgGS9HSC1OvQ6jHIUR9fkvmT0ldA6DhB0qB7EVS8BnOjIMwyynbm0bzwd2lcT8RDQTEyNYWwq6daczRS9OF838uUB9WK7fPnZbLxcOU%3D&messageGuid=83f7de9f-c3f3-41b9-ac66-8aac539d183b,2024-12-12 22:56:34,--,1
Nuh,2024-12-12 00:11:16,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-12-12 22:55:13,APPLE_iPhone15-3,1
Nuh,2024-12-11 00:48:30,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-10 15:39:29,Multichannel Coming Soon,EMAIL,TR,tr-TR,tr,One Hundred Years of Solitude,HOTMAIL.COM,,,--,0
Nuh,2024-12-10 09:27:16,Multichannel Coming Soon,NOTIFICATIONS,TR,,,One Hundred Years of Solitude,HOTMAIL.COM,,,--,0
Nuh,2024-12-09 22:22:58,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-08 22:34:00,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-07 22:50:57,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-06 23:47:15,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-05 23:29:17,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-05 00:00:23,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-04 22:21:55,Update Household Requested Otp,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-12-04 00:08:14,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-12-04 22:21:17,APPLE_iPhone15-3,1
Nuh,2024-12-02 23:42:41,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-12-02 00:29:34,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-30 23:44:56,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-29 22:28:27,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-28 23:59:37,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-28 00:53:59,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-26 23:23:22,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-26 00:37:50,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,PS5™ Gemini,0
Nuh,2024-11-24 22:02:54,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-23 23:10:28,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-19 06:03:34,Plan Name Change Notice Email,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-11-14 12:24:27,Multichannel Launch,EMAIL,TR,tr-TR,tr,The Cage,HOTMAIL.COM,,,--,0
Nuh,2024-11-14 11:23:32,Multichannel Launch,NOTIFICATIONS,TR,,,The Cage,HOTMAIL.COM,,,--,0
Nuh,2024-11-13 14:42:21,Multichannel Launch,EMAIL,TR,tr-TR,tr,10 Days of a Curious Man,HOTMAIL.COM,,,--,0
Nuh,2024-11-13 10:49:28,Multichannel Launch,NOTIFICATIONS,TR,,,10 Days of a Curious Man,HOTMAIL.COM,,,--,0
Nuh,2024-11-13 00:13:56,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-11 23:28:37,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-11 19:53:14,Payment Hold Series Generic,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-11-11 13:44:37,Payment Hold Series,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-11-11 13:44:37,Payment Failure Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-11-11 19:43:07,APPLE_iPhone15-3,1
Nuh,2024-11-10 23:19:59,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-09 23:10:54,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-09 10:50:38,Generic Temp Code,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,https://www.netflix.com/account/travel/verify?nftoken=BQAbAAEBEFbi4Kj7o7mKoDEUYxvECPCAoJK%2FMZpOcAsKSwMK0zudnafcmI9N5lQQeeMpQd2tQt5Uz6J3YW1zyMpxxi0yGPDvKOuRaU+VZ3O7mVzDvxrzDgpUuQo9ncISxamTMlUljA6vJ63XKn5z%2F8sY7opZVk+XcWh8xPywYfmkcCzoprPvCrMAHZgx6mKz5tQZeO9E54bIRvCSyfGGRPtkSNi6g77pJza5ejdREvtZlywN6UN%2FrEA%3D&messageGuid=a04901e9-5a00-457c-ad99-1bc0e7707b3e,2024-11-09 10:50:54,--,1
Nuh,2024-11-09 10:49:22,Generic Temp Code,SMS,TR,tr-TR,tr,,HOTMAIL.COM,,,--,0
Nuh,2024-11-09 10:49:19,Generic Temp Code,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,https://www.netflix.com/account/travel/verify?nftoken=BQAbAAEBECluUPcgdC2NtNU3gHt+mk6AoGD1IiyZ4Z8zNZoSjD7OHK9TuysXry37Gt1wFSQLJf3S%2FKjCU+PGaC9EJh1STJVFpug8OOhv1MVOhah2lIssS9b0WpEEx2gmTRxxi0rLeYuJ1LnakWNIMbOJaX1yr4W9pF6n08NJavQ5m5hAGiLmmyB61IylSH1tqMOC7JkuAZD85uDU+br5VompQSSW%2FORXi2n%2FKC+sL3OxIe65C9eCyYE%3D&messageGuid=2f72faef-9352-4c69-ae28-258bd2fed84d,2024-11-09 10:50:33,--,1
Nuh,2024-11-06 22:14:00,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-06 00:22:09,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-04 22:33:28,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-04 10:15:13,Multichannel Special Coming Soon,EMAIL,TR,tr-TR,tr,Jake Paul vs. Mike Tyson,HOTMAIL.COM,,,--,0
Nuh,2024-11-04 09:16:28,Multichannel Special Coming Soon,NOTIFICATIONS,TR,,,Jake Paul vs. Mike Tyson,HOTMAIL.COM,,,--,0
Nuh,2024-11-04 00:49:15,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-02 22:03:15,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-11-01 21:41:34,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-31 23:42:08,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-29 23:27:36,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-28 21:00:06,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-24 03:16:12,Generic Temp Code,EMAIL,TR,tr-TR,tr,,HOTMAIL.COM,https://www.netflix.com/account/travel/verify?nftoken=BQAbAAEBEDxLjFg0yDRhxNCZX6si2sCAoNapSiUvnw6YUofk0Z99L6BugleHtws%2Fg6RhFPpdPfG678%2FJw7dAfTTgK2UybXyYig%2FjbcdMBwoFBxhQw2FrMknaHN9O4L%2FWaVx4d+ZxxfOULthlbsEJfHghZ6V6hmL1SJ2SE4DwEr6gOfCvf1w+axRo7TALO01SHavOv3QoxbKG2l1IqbiOVEB2yB3sMR8yCDxbz8HJkD6tI6I4pWyLuWA%3D&messageGuid=28ade723-46c3-4a49-8315-b831a4eea8f9,2024-10-24 03:18:55,--,1
Nuh,2024-10-23 21:16:35,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-10-24 03:15:35,APPLE_iPhone15-3,1
Nuh,2024-10-22 21:28:42,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-10-23 16:38:37,APPLE_iPhone15-3,1
Nuh,2024-10-21 22:05:49,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-20 22:44:00,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-19 20:08:35,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-18 23:20:53,Collect Phone Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-18 22:17:21,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,2024-10-19 09:33:19,Sony_BRAVIA 4K UR2,1
Nuh,2024-10-17 22:17:46,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-16 21:40:36,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
Nuh,2024-10-15 22:20:11,Borrower Resolution Interstitial,ALERTS,TR,,,,HOTMAIL.COM,,,--,0
